	type	lambda	psi	psi_p	p	pn	R_naught	infectious_time	partner_removal_time	lambda_error	psi_error	psi_p_error	p_error	pn_error	R_naught_error	infectious_time_error	partner_removal_time_error
69	BDPN(lambda)	0.217293427799949	0.05	19.639911096949035	0.6531087685990188	0.8405102433696421	4.34586855599898	20.0	0.0509167274262939	0.0	-0.22483826921613057	-0.025167941905189953	0.2132888412505049	-0.05443442890503003	0.2900533660101701	0.29005336601017045	0.025817720802469694
70	BDPN(p)	0.5004627985707715	0.145231312759763	50.90896757210171	0.6782994521655185	0.0521360337648428	3.445970356259335	6.885567450968152	0.0196429047315428	-0.020167663198424716	0.014865205133203106	0.05849721793784619	0.0	-0.0035968397049810016	-0.03451972553047515	-0.014647467523780058	-0.05526440404993621
70	BDPN(psi)	0.4914148135390144	0.1431040418226784	50.95019044781339	0.7229556466874631	0.0523020805394486	3.4339687913771924	6.987922823585299	0.0196270120133165	-0.03788228323078367	0.0	0.05935432232116362	0.04465619452194469	-0.0034307929303752024	-0.037882283230783693	0.0	-0.05602877249900173
70	BDPN(lambda)	0.5107637090284352	0.1435882109367661	50.60003889607147	0.6766060733466994	0.0519811609694961	3.557142370506776	6.96436005070349	0.0197628306581724	0.0	0.0033833364028084466	0.052073985259711304	-0.0016933788188190357	-0.0037517125003277	-0.003371928035936338	-0.003371928035936585	-0.04949650498853403
71	BDPN(lambda)	0.4046419101392565	0.1037052083546142	27.73623764910308	0.9	0.8186221497072604	3.9018475210580137	9.642717235382769	0.0360539166361064	0.0	-0.22909745314134913	0.048029504394850306	0.301752865558101	-0.02287693230455401	0.2971808227575553	0.2971808227575554	-0.04582838955720524
71	BDPN(psi)	0.4024064146912313	0.1345244074976822	27.8043228769214	0.9	0.8251473726746648	2.9913264230371315	7.433595275394388	0.0359656303959135	-0.005524626569837672	0.0	0.05060214342649455	0.301752865558101	-0.01635170933714969	-0.005524626569837704	0.0	-0.0481648964292613
71	BDPN(p)	0.4327106889689535	0.1299348209024071	27.75876510666817	0.598247134441899	0.8029799453584401	3.330213455975428	7.696166378303557	0.0360246572985979	0.06936695909733422	-0.0341171292306505	0.04888071718318538	0.0	-0.038519136653374364	0.10713937627401673	0.03532222204486898	-0.04660274174403587
72	BDPN(lambda)	0.534935271161086	0.0729643908339253	26.968531226660165	0.2003162953516994	0.4872999966287236	7.33145668794323	13.705315545991535	0.0370802544489866	0.0	-0.49465434781802864	0.04507807047083438	0.0777570880356181	-0.09276008099227084	0.9788435809870307	0.9788435809870305	-0.04313368708476099
72	BDPN(psi)	0.5358195554251282	0.1443851164423422	27.282384996028824	0.1305588109906048	0.4835305064185518	3.711044244917715	6.925921622948813	0.0366536869905456	0.001653067785421657	0.0	0.05724045665883507	0.007999603674523487	-0.09652957120244265	0.001653067785421558	0.0	-0.054141379379041225
72	BDPN(p)	0.5413024874036931	0.114290808333051	26.98783997577845	0.1225592073160813	0.4849076747853755	4.736185659185308	8.749610004384019	0.0370537249701161	0.011902778870398686	-0.20843081926182375	0.04582631849747492	0.0	-0.09515240283561893	0.27835040005821116	0.26331345930806876	-0.04381828768978915
73	BDPN(p)	0.5444958503196423	0.0957356153220111	23.164099851656268	0.4074720652993481	0.4144974803485673	5.687495176045042	10.445433464196723	0.0431702507934275	0.01131505162688111	-0.13639667278488787	-0.015150736272034133	0.0	0.010144608357165408	0.1710411710525701	0.15793903113450258	0.015383812355894503
73	BDPN(lambda)	0.5384037837108459	0.05	23.03492909748544	0.8410581621833804	0.4205992159070977	10.768075674216917	20.0	0.0434123324525085	-2.062063934568132e-16	-0.5489644453057814	-0.02064258456119747	0.43358609688403227	0.016246343915695793	1.2171201130207003	1.217120113020701	0.021077682402545515
73	BDPN(psi)	0.5238777609461378	0.110856005651035	23.42051063158539	0.4555753119850069	0.4167433401933467	4.7257499300061285	9.020711093884367	0.0426976173035005	-0.02697979324103241	0.0	-0.0042491269091711	0.048103246685658796	0.012390468201944782	-0.026979793241032297	0.0	0.004267259034360246
74	BDPN(psi)	0.1832274094345214	0.1042839026522145	24.76440626421153	0.9	0.1391106660387047	1.7570056813617967	9.589207677957614	0.0403805360536811	-0.03229708638147403	0.0	0.6376820419961367	0.13682870847474804	-0.0213552348960013	-0.03229708638147369	0.0	-0.3893808600470941
74	BDPN(p)	0.193610930427743	0.112045632996029	24.9907860816417	0.763171291525252	0.131945601952865	1.7279649840043718	8.924935075652977	0.0400147477047391	0.02254276290619767	0.0744288442071426	0.65265264770016	0.0	-0.028520298981840997	-0.0482917799356302	-0.06927293939326996	-0.39491217262647227
74	BDPN(lambda)	0.1893426245348174	0.1010549866817684	24.557824496900032	0.9	0.1393266063638959	1.8736593883394883	9.89560270933579	0.0407202193389007	0.0	-0.030962745815281686	0.6240206908246053	0.13682870847474804	-0.021139294570810097	0.031952069625363864	0.031952069625363996	-0.38424429833326657
75	BDPN(p)	0.7650016195921562	0.1702612436556324	50.77289289254162	0.6194340122258544	0.032525519978831	4.493104849741589	5.873327238361912	0.0196955490032142	0.08346694221033943	0.05210558874456839	0.3171790334237705	0.0	8.44857778872013e-05	0.029808180662925378	-0.049525056517134555	-0.24080176299141437
75	BDPN(psi)	0.7512477053656239	0.1618290459409095	50.889484911159926	0.6751737658705009	0.0326740281914931	4.642230330146884	6.179360412006266	0.019650424871577	0.06398736071822594	0.0	0.3202037293518441	0.05573975364464656	0.0002329939905493031	0.06398736071822582	0.0	-0.2425411489399814
75	BDPN(lambda)	0.7060682608659067	0.1281279869386969	50.73326444753951	0.9	0.0339165627023212	5.51064820212719	7.804696100302047	0.0197109334652424	0.0	-0.20825098984096002	0.31615096994520453	0.28056598777414565	0.0014755285013774017	0.2630265237706177	0.2630265237706178	-0.24020874289092214
76	BDPN(p)	0.8088726632897775	0.2	24.040556576788585	0.851888457083314	0.9	4.044363316448887	5.0	0.0415963747264283	0.050579541913541214	0.1945984807801075	0.07409025889123323	0.0	0.00823240044933915	-0.12055844803395147	-0.16289865081113175	-0.06897954643748216
76	BDPN(psi)	0.8091587354220172	0.1674202698377736	23.989438431183046	0.9	0.9	4.833098980225473	5.972992403900536	0.0416850107962566	0.05095109796096693	0.0	0.07180638904520374	0.04811154291668607	0.00823240044933915	0.05095109796096713	0.0	-0.06699567177349344
76	BDPN(lambda)	0.7699299586745091	0.1984177823051056	24.06496366947429	0.9	0.9	3.880347566281096	5.039870864307448	0.0415541869804886	0.0	0.18514790650718613	0.07518072534602753	0.04811154291668607	0.00823240044933915	-0.15622345995011352	-0.1562234599501135	-0.06992380310931666
77	BDPN(lambda)	0.5378488778865151	0.1064134835740527	15.752129922364404	0.1602847831097264	0.2540644522436135	5.0543301452228855	9.397305364071686	0.0634834784202884	0.0	-0.08981291301694522	0.27277176209954956	0.006678013328989207	-0.0224067194603218	0.0986752221618993	0.0986752221618994	-0.2143131787034531
77	BDPN(p)	0.526317025733379	0.1123338933347931	15.741362557356457	0.1536067697807372	0.254804524505729	4.6852914121366345	8.9020327731334	0.0635269022205874	-0.021440692036861175	-0.03917383671864518	0.27190175923632554	0.0	-0.021666647198206324	0.01845614259838911	0.040770992938890124	-0.21377575529070827
77	BDPN(psi)	0.5141916773234902	0.116913857706744	15.94973840810417	0.1722763139702756	0.2541132878011917	4.398038756134807	8.553305994814645	0.0626969530416808	-0.04398484692575023	0.0	0.28873852353691815	0.018669544189538395	-0.022357883902743625	-0.04398484692575017	0.0	-0.22404740625311706
78	BDPN(lambda)	0.2676058069154636	0.05	8.35233834923331	0.9	0.568221958970314	5.352116138309273	20.0	0.1197269504882777	0.0	-0.13901404187306546	0.1290829018449668	0.2457740448361716	-0.05109369891032489	0.16145912783001615	0.16145912783001612	-0.11432544203268026
78	BDPN(psi)	0.2525192761537722	0.0580729563915008	8.376654207727919	0.9	0.5746067071840938	4.348311018495511	17.219719162538688	0.1193794055719102	-0.056375946903339205	0.0	0.13236995978275545	0.2457740448361716	-0.044708950696545124	-0.056375946903339115	0.0	-0.11689638941689275
78	BDPN(p)	0.2726126922199779	0.0562498441619351	8.340210896119284	0.6542259551638284	0.5582120254352826	4.846461288588916	17.77782703043843	0.1199010447643838	0.01870992771878074	-0.03139348059491114	0.1274434926901365	0.0	-0.061103632445356326	0.05172730857155919	0.03241097387429526	-0.1130375877074336
79	BDPN(p)	0.5564009131517563	0.102672900255232	60.42037778171908	0.5407413887408205	0.5856051816211818	5.419160379891996	9.73966837903794	0.0165507075048869	0.1110944096067376	-0.25007847276711	0.04760508774984111	0.0	-0.05907857348588996	0.4816142346340251	0.33347285507307156	-0.0454418256521574
79	BDPN(lambda)	0.5007683490628755	0.0771041828069046	60.274781663126944	0.9	0.601165524826596	6.494697574539784	12.969464996527412	0.0165906863933403	0.0	-0.436832052246899	0.04508065410355063	0.35925861125917957	-0.043518230280475745	0.7756692368408925	0.7756692368408924	-0.04313605263530806
79	BDPN(psi)	0.5324851495360408	0.1369115254419769	60.87532151776747	0.5941938939797788	0.5943608861638499	3.889264602209897	7.303986985550019	0.0164270179617553	0.0633362722155249	0.0	0.055493177662916934	0.05345250523895839	-0.05032286894322191	0.06333627221552485	0.0	-0.05257559104815384
80	BDPN(p)	0.2008899836098538	0.0507941242244797	19.89210072729101	0.8557833126707893	0.562204914460503	3.954984689214048	19.68731650103063	0.0502712113571819	-0.01474339603223559	-0.01702000334263005	-0.08564495200836253	0.0	0.024700038215354714	0.0023160260820535667	0.017314699587486486	0.09366706313535186
80	BDPN(lambda)	0.2038961046298417	0.05	19.89721386142169	0.9	0.5637095663608777	4.077922092596835	20.0	0.0502582927923833	0.0	-0.03238808458121522	-0.08540992303542792	0.04421668732921069	0.026204690115729345	0.03347218452472221	0.033472184524721935	0.09338601542550416
80	BDPN(psi)	0.1982950505589672	0.051673609226236	19.90639904847882	0.9	0.5656610655951224	3.8374530737885335	19.352238308375657	0.050235102670486	-0.027470137700976654	0.0	-0.08498771915321487	0.04421668732921069	0.028156189349974103	-0.02747013770097652	0.0	0.09288150654607864
81	BDPN(lambda)	0.5778107395762125	0.1231306921996284	12.332726588010743	0.9	0.7987874252984932	4.692662156397397	8.121451947811087	0.0810850701070556	-1.921430234127241e-16	-0.20640634788434903	-0.04601491632538968	0.35333992282013194	-0.038561008517379314	0.26009072443320064	0.2600907244332006	0.048234419083521364
81	BDPN(psi)	0.5213643390030598	0.1551558431337912	12.33440200300806	0.9	0.8107799697786118	3.3602623560460176	6.445132711745168	0.0810740561039055	-0.09769012014998667	0.0	-0.045885316361829395	0.35333992282013194	-0.026568464037260764	-0.09769012014998658	0.0	0.04809203458316167
81	BDPN(p)	0.5668143690081273	0.1619960799104628	12.356999449641169	0.5466600771798681	0.78146283394147	3.4989387972931967	6.172988880673607	0.0809257946538986	-0.019031094119417842	0.044086233805408576	-0.044137314663804585	0.0	-0.05588559987440256	-0.06045221733724086	-0.04222470556356806	0.04617537156843803
82	BDPN(lambda)	0.2190936362771617	0.0511739128794289	8.139841431499082	0.8741834007480106	0.2319479543875177	4.28135399365237	19.54120651973796	0.1228525160367692	0.0	-0.16797361514000447	0.174152379013325	0.20856769617859294	-0.013994251187432194	0.20188496205954784	0.20188496205954773	-0.14832178695551515
82	BDPN(psi)	0.1948923755306961	0.0615051563395311	8.236409475321075	0.9	0.2372386776889539	3.168716041543224	16.258799416420175	0.1214121278205413	-0.11046081099247483	0.0	0.18808208505790255	0.23438429543058237	-0.008703527885995987	-0.11046081099247493	0.0	-0.15830731514543148
82	BDPN(p)	0.2116032833622042	0.0656153239876164	8.224409182754647	0.6656157045694177	0.2269888234182907	3.224906477671893	15.240342335103447	0.1215892810995895	-0.03418790724474501	0.06682639135807823	0.1863510719682369	0.0	-0.018953382156659176	-0.09468672637000666	-0.06264036201148786	-0.15707919550244767
83	BDPN(psi)	0.6922516377348106	0.1845892584921837	44.97641164383803	0.624793200545953	0.4499901179031202	3.750227090078068	5.417433322873141	0.0222338769023829	-0.07132829831304731	0.0	0.18219784016306334	0.16361575155617658	-0.06561010772233894	-0.07132829831304742	0.0	-0.1541178929390843
83	BDPN(lambda)	0.7454212683312307	0.1037839514421756	44.50736754083471	0.9	0.4489176690626132	7.182432909644514	9.63540110107641	0.0224681902177772	0.0	-0.43775736307770985	0.16986909037522394	0.4388225510102236	-0.06668255656284594	0.7785915445224652	0.778591544522465	-0.1452035033430477
83	BDPN(p)	0.7420918287834405	0.1899890474676684	44.75995201071469	0.4611774489897764	0.439924625714481	3.9059716266524607	5.263461306474395	0.0223414001820336	-0.004466520730276162	0.029252996732273887	0.17650823306885322	0.0	-0.07567559991097816	-0.03276115548811083	-0.028421580335590862	-0.15002719752198018
84	BDPN(lambda)	0.5517219679785471	0.0918713537073719	30.0725472529534	0.4344124643300133	0.401373621686712	6.005375405002616	10.884785731852762	0.0332529197340205	0.0	-0.3356034266860683	0.041641093642197695	0.15754082582096668	-0.03508168651161192	0.5051251619377237	0.5051251619377238	-0.03997643132203766
84	BDPN(psi)	0.5347320045837206	0.138277886126246	30.50869277177081	0.338104199501997	0.3988039100610964	3.867082579607247	7.23181434149935	0.0327775433539808	-0.030794429768812706	0.0	0.056748131013749106	0.06123256099295038	-0.03765139813722751	-0.030794429768812675	0.0	-0.05370071576025551
84	BDPN(p)	0.5573867333249246	0.1381017658348421	30.409273839120907	0.2768716385090466	0.3964070855314406	4.036057974751109	7.241037027693871	0.0328847050176357	0.01026742757250109	-0.0012736692492037894	0.053304497028802404	0.0	-0.04004822266688329	0.011555815108057756	0.0012752935513840825	-0.05060692058105539
85	BDPN(lambda)	0.1465598948975769	0.05	31.49162502638131	0.1533380439677469	0.7059668522095922	2.9311978979515394	20.0	0.0317544743773074	0.0	-0.1612350723789816	0.12556027033882852	0.01364160523275959	-0.07827514461007767	0.19222915392551293	0.192229153925513	-0.11155357349369946
85	BDPN(psi)	0.1526023335963303	0.0596114576962756	31.524737871090007	0.1268206530242298	0.7019542157119922	2.5599497058744887	16.775298552420352	0.031721120222765	0.041228459552158835	0.0	0.12674377555365265	-0.012875785710757509	-0.08228778110767765	0.04122845955215879	0.0	-0.11248677676641715
85	BDPN(p)	0.1477684186717953	0.05	31.49131472718175	0.1396964387349873	0.7044475763830415	2.955368373435906	20.0	0.0317547872695467	0.008245937778974087	-0.1612350723789816	0.12554917975678798	0.0	-0.07979442043662843	0.20206020134706112	0.192229153925513	-0.11154481920009714
86	BDPN(p)	0.2044715566976228	0.0841252212456377	36.22404801767664	0.4443006173998974	0.5000568025781058	2.4305618894075205	11.88704154584146	0.027605970473317	-0.03023792618116649	-0.15626790082497527	0.015640759320669453	0.0	-0.04202110011346405	0.14937202788306547	0.18521033036169854	-0.015399893296063187
86	BDPN(lambda)	0.210847136857428	0.0517333894180858	35.89919958600212	0.9	0.5271886121021135	4.07564900017389	19.329875951456657	0.0278557742660625	0.0	-0.4811410822479833	0.006532740590983676	0.4556993826001026	-0.014889290589456317	0.927306182444645	0.9273061824446449	-0.006490340877683185
86	BDPN(psi)	0.1981788174679662	0.0997060812642932	36.59721319631628	0.5332150498614199	0.5034541084989785	1.987630192211136	10.029478516453542	0.0273244849173558	-0.06008295667788913	0.0	0.02610347086523944	0.08891443246152247	-0.03862379419259132	-0.060082956677888974	0.0	-0.025439413866546343
87	BDPN(lambda)	0.5793555401774675	0.1456454084803199	50.61585385555013	0.7946646685241098	0.0172681102941323	3.9778496708034017	6.8659905618317065	0.0197566557477	-1.916306909372221e-16	-0.1426533761917715	3.569567292255295	0.09139959317915403	-0.045081819213329294	0.16638938351226354	0.16638938351226376	-0.7811608986052483
87	BDPN(psi)	0.5975162955724445	0.1698792582087521	16.035485748507302	0.6517460520228475	0.0283112342378875	3.517299886241559	5.886533827285573	0.0623616905458001	0.03134647748326334	0.0	0.44767351748962164	-0.051519023322108226	-0.0340386952695741	0.03134647748326332	0.0	-0.3092365178206218
87	BDPN(p)	0.5882100249085992	0.1618687850761559	50.87931246231802	0.7032650753449557	0.0166961484217371	3.633869400031998	6.177843365720701	0.0196543536381435	0.015283334873123503	-0.04715392106758979	3.5933521687444956	0.0	-0.0456537810857245	0.0655271164159793	0.049487448298493456	-0.7822940712439799
88	BDPN(psi)	0.1330127569538177	0.1255270339758873	44.27625012766282	0.1126296986163756	0.2807314525830155	1.059634349198184	7.966411444024811	0.0225854718300821	0.025291080266607122	0.0	-0.04513548222192475	0.009023444935994399	-0.10675402872460787	0.025291080266606876	0.0	0.04726899092129891
88	BDPN(p)	0.1333674251428772	0.1246948721922231	50.94983666087708	0.1036062536803812	0.2793521136930142	1.0695501971988468	8.019575965068173	0.0196271482999251	0.028024939326631453	-0.00662934315666259	0.09878752319326459	0.0	-0.10813336761460918	0.034885550770561526	0.006673584639321878	-0.08990593823469714
88	BDPN(lambda)	0.1297317020637986	0.119442001489373	44.19026456375962	0.1216750089867714	0.2823970843418232	1.0861480923470712	8.372264258222192	0.022629418716359	0.0	-0.04847587243783021	-0.046989852539545844	0.018068755306390197	-0.10508839696580019	0.05094549999696402	0.05094549999696412	0.049306770410326176
89	BDPN(lambda)	0.4723831565400794	0.0969136241180122	47.328805037940114	0.5383216866328154	0.2087732777680273	4.874269854616683	10.318466666588536	0.0211287819161791	0.0	-0.15620695316250982	0.09884518880710616	0.07258182121955664	-0.047050308658453	0.18512472193029858	0.18512472193029872	-0.08995369849543222
89	BDPN(psi)	0.4496527373402756	0.1148547318341167	47.489087810383495	0.5168863350601594	0.2093515336986089	3.914969197696648	8.706650427291821	0.0210574691178075	-0.048118606442893404	0.0	0.10256651566517676	0.05114646964690056	-0.04647205272787139	-0.048118606442893314	0.0	-0.09302524084299758
89	BDPN(p)	0.4624040937063514	0.1132470968535091	51.123571877006455	0.4657398654132588	0.2071939332238457	4.083143025772169	8.830248437128153	0.0195604486010055	-0.02112493363823259	-0.013997115790836373	0.18694927849223808	0.0	-0.0486296532026346	-0.0072290030399998	0.014195816274982441	-0.15750401628763913
90	BDPN(psi)	0.616906302159552	0.1357942610769499	16.745487397261677	0.9	0.7415069584575646	4.542948260604125	7.3640814572667	0.0597175809981814	-0.019729443597402915	0.0	0.20743286190231036	0.24755222039241664	-0.017665448720309285	-0.019729443597402817	0.0	-0.17179660124166235
90	BDPN(lambda)	0.6293224846245291	0.1101953924262614	16.694981948214622	0.9	0.7340832752754332	5.710969131904928	9.074789589493609	0.0598982378718259	0.0	-0.18851215395754092	0.2037911680275463	0.24755222039241664	-0.025089131902440776	0.23230434673408226	0.2323043467340822	-0.16929113075440347
90	BDPN(p)	0.6564773025104764	0.1310394527620262	16.763155755136086	0.6524477796075834	0.720341991228448	5.009768345894041	7.631289500392273	0.0596546386973472	0.04314928919494846	-0.03501479574478713	0.20870683831203263	0.0	-0.038830415949425934	0.0810002936781435	0.03628531877005501	-0.1726695272143025
91	BDPN(p)	0.0722436606535704	0.0588255418299817	25.022952987788138	0.1586283733308112	0.6420947750466258	1.228100216439482	16.99941843103138	0.0399633089063479	-0.04299086363504792	-0.08088618801247048	-0.007846954588223588	0.0	-0.20282142062890463	0.04123028495837265	0.08800453976157573	0.00790901627980728
91	BDPN(psi)	0.0754547791411723	0.0640024565649546	25.074170037447693	0.1595184790575639	0.6377733084474223	1.1789356720174475	15.624400275716328	0.0398816789750776	-0.0004532942097982631	0.0	-0.005816212979847723	0.000890105726752688	-0.20714288722810814	-0.00045329420979876855	0.0	0.005850239217115878
91	BDPN(lambda)	0.0754889978668088	0.0594740830437613	25.050578883913573	0.1757013146115746	0.6431618985050613	1.2692755231091783	16.814046536273548	0.0399192371814672	0.0	-0.07075312049307918	-0.0067515955797781526	0.017072941280763393	-0.2017542971704691	0.07614028311897382	0.07614028311897422	0.006797489479702682
92	BDPN(p)	0.5271135543541681	0.1542108494016621	40.36584668668161	0.6120188517301662	0.3926619977801898	3.418135341315918	6.484628052306297	0.0247734181760627	-0.04046395170250811	-0.032778508192343674	-0.10458658377069481	0.0	-0.024569275503863397	-0.007945898199388474	0.033889350546877854	0.11680256502199853
92	BDPN(psi)	0.4746891727895369	0.1594369549351668	41.01428191409528	0.9	0.4046549133213327	2.9772844882954743	6.2720716185694725	0.0243817507787776	-0.13589516098453583	0.0	-0.09020270111145973	0.2879811482698338	-0.012576359962720496	-0.13589516098453583	0.0	0.09914593198029156
92	BDPN(lambda)	0.5493421068332216	0.1102664800101552	40.24059158792174	0.9	0.3989480282314737	4.981950151874155	9.068939172701462	0.024850529292421	0.0	-0.30840074024874725	-0.10736504886152405	0.2879811482698338	-0.0182832450525795	0.4459240461877726	0.4459240461877724	0.12027878666927487
93	BDPN(psi)	0.1189870687059223	0.0632927997005941	11.95203057875542	0.9	0.1965190348722198	1.8799463646542616	15.799585493618366	0.0836677912937645	-0.023004686884621667	0.0	-0.1245922539158842	0.09633849067986078	0.026030016648750598	-0.023004686884621806	0.0	0.14232482460112064
93	BDPN(p)	0.123743933823984	0.0613959874230894	11.899173073039805	0.8036615093201392	0.1900170344219038	2.0155052311683668	16.287709376002734	0.0840394533184595	0.01605363244379632	-0.029968847743780346	-0.12846371907297494	0.0	0.019528016198434583	0.04744433215421173	0.03089472711683018	0.1473991638493021
93	BDPN(lambda)	0.1217887814901631	0.0573308635459414	11.839404222788184	0.9	0.1953220633850474	2.1243144435207943	17.442611852491318	0.0844637095906587	0.0	-0.09419611998292964	-0.13284139482773846	0.09633849067986078	0.024833045161578193	0.10399173823494226	0.10399173823494223	0.15319157768301114
94	BDPN(lambda)	0.2241057764448518	0.0582969955997553	47.88127858268204	0.8994051647745537	0.3996044921714849	3.844207992869404	17.153542643357035	0.0208849894906876	0.0	-0.34285844698292595	1.4356667063866415	0.25599523981953165	-0.0998092610662662	0.5217421503917871	0.5217421503917871	-0.5894347952542657
94	BDPN(p)	0.2353543231401866	0.0824177336356697	19.65759254437877	0.643409924955022	0.4257074872684899	2.855627214654775	12.133311071383408	0.0508709292728705	0.05019302435563432	-0.07096211528062234	-4.041025389634727e-05	0.0	-0.07370626596926122	0.13040925631666092	0.07638236981267754	4.0411886949731233e-05
94	BDPN(psi)	0.2162544534653624	0.0887129954453521	19.68047498578813	0.884711218994597	0.4491135333457234	2.437686298154329	11.272305652400238	0.0508117817645219	-0.03503400538817197	0.0	0.0011235937650310667	0.241301294039575	-0.05030021989202771	-0.035034005388171904	0.0	-0.0011223327189870665
95	BDPN(p)	0.2147751264017231	0.1253440048801832	24.98832701028412	0.6223158749499162	0.2816079190135107	1.7134854324068185	7.97804411113163	0.0400186855081752	-0.022768421850212023	-0.026092977758053464	0.10933317743119707	0.0	0.0014978613636837945	0.0034136276173352344	0.026792062447591226	-0.09855756562187395
95	BDPN(psi)	0.1956848032875855	0.1287022292863642	25.06875448986949	0.8476001005550856	0.2986506836986529	1.5204461054997274	7.7698731835871	0.0398902945259649	-0.10962981449269076	0.0	0.11290367942776941	0.22528422560516936	0.018540626048826003	-0.10962981449269073	0.0	-0.1014496416130308
95	BDPN(lambda)	0.2197791508215086	0.10044688909693	24.51484825288719	0.9	0.3032900255312223	2.188013514379967	9.955509911661	0.0407916047321331	0.0	-0.2195404100310158	0.08831353517290814	0.2776841250500838	0.023179967881395425	0.28129631931326626	0.2812963193132661	-0.08114714401569886
96	BDPN(psi)	0.6623472048363191	0.1714581185773123	71.90614120065631	0.77526148053471	0.4344424142142092	3.863026203321247	5.832328082785353	0.0139070180001659	-0.06160513018895756	0.0	-0.004214797404463536	0.1844526566609267	0.014650633104421329	-0.061605130188957566	0.0	0.004232637112376961
96	BDPN(lambda)	0.7058299508496791	0.1232639797301507	71.68287179264881	0.9	0.4305048628891195	5.726165522116685	8.112670077578201	0.0139503339499653	0.0	-0.28108402942395727	-0.007306722085357148	0.3091911761262167	0.010713081779331612	0.3909831481400172	0.39098314814001717	0.007360503236916319
96	BDPN(p)	0.7050489039804632	0.1778307051163624	71.82428040920043	0.5908088238737833	0.4255040896494836	3.964719723284676	5.623325844350987	0.0139228683434453	-0.0011065652120255864	0.037167015431681806	-0.0053484386128973644	0.0	0.005712308539695732	-0.03690204188356027	-0.0358351305804033	0.005377198227521678
97	BDPN(psi)	0.1808465038053979	0.0926538618930399	28.952064083530857	0.9	0.3665387938964722	1.9518506850169712	10.792858274535869	0.034539851705041	-0.010979204494181811	0.0	0.00735921349533149	0.13050668574255986	0.05678531738091869	-0.010979204494181844	0.0	-0.007305451120853872
97	BDPN(p)	0.1893086096142344	0.089426197103921	28.96579933344017	0.7694933142574402	0.3533286422745409	2.1169256408638444	11.182405518574305	0.0345234733034116	0.0352987076722356	-0.03483572862667002	0.007837118300525615	0.0	0.0435751657589874	0.07266580247434185	0.03609305654995158	-0.007776175493260097
97	BDPN(lambda)	0.1828540963215106	0.0820907240101746	28.79350640923652	0.9	0.3634967642646077	2.227463559693382	12.181644297302771	0.034730052873283	0.0	-0.11400645010414608	0.0018423517748695898	0.13050668574255986	0.05374328774905418	0.1286763883524293	0.12867638835242887	-0.0018389637567312318
98	BDPN(psi)	0.2395698303855185	0.1125547320505592	48.2057041429377	0.7374792637610543	0.7134621821038236	2.128474085637772	8.88456648407108	0.0207444330039208	-0.10726925256057718	0.0	0.04564807957527159	0.25012250680244413	-0.00565557595774302	-0.10726925256057679	0.0	-0.04365529901208709
98	BDPN(p)	0.2588857337631741	0.1006833114008606	48.08576425438407	0.4873567569586102	0.6915513359041295	2.571287437422934	9.932132605557632	0.0207961756562666	-0.03529065311818047	-0.10547242602262154	0.043046418291397354	0.0	-0.027566422157437098	0.07845680216696903	0.11790852410916251	-0.04126989704055033
98	BDPN(lambda)	0.2683561993049587	0.0692288216769609	48.04603103660519	0.9	0.714691435440143	3.876365259503857	14.444850797349284	0.0208133737256699	0.0	-0.38493193119713925	0.04218455010371085	0.41264324304138983	-0.004426322621423617	0.6258363110059565	0.6258363110059564	-0.040477044204420345
99	BDPN(lambda)	0.0816185119078787	0.0754728876025881	51.013852102130144	0.4428939547421457	0.0986201187064418	1.0814282386762657	13.249791173561867	0.0196025189001213	0.0	0.03228331511718325	0.4940253701113859	-0.0012014514685164679	-0.039155153025577094	-0.03127369651762632	-0.03127369651762641	-0.33066732332300053
99	BDPN(psi)	0.0777699816737934	0.0731125714203959	36.13805774262192	0.4813828912505026	0.1045399860295622	1.0637019073863163	13.67753835725485	0.0276716587018062	-0.04715266358236304	0.0	0.058363030220430656	0.03728748503984042	-0.03323528570245669	-0.04715266358236298	0.0	-0.05514462292610164
99	BDPN(p)	0.08026640770982	0.0749093444284825	50.78119444925106	0.4440954062106622	0.0988823555201032	1.0715139522606825	13.349469383685769	0.0196923292341885	-0.016566146165281504	0.02457543173738469	0.4872116044060236	0.0	-0.03889291621191569	-0.04015475740317303	-0.023985966260885446	-0.3276007280756886
